file,line_count,sha16,first_line,last_line,wf_mstr_hits,glt_det_hits,insert_log_hits,messagebox_hits,todo_hits
Alfa Solution/Alfa.Project/Module/Manufacture/Printout/ds_wo_issue.Designer.vb,2843,9fbfc3c7ab79da16,﻿'------------------------------------------------------------------------------,End Namespace,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Product Structure/FProductStructure.designer.vb,843,961aa02b0c6a63fd,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Product Structure/FProductStructure.resx,129,2ba8fdb9b3ea14df,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Product Structure/FProductStructure.vb,1363,e905dd622431940e,﻿Imports Devart.Data.PostgreSql,End Class,0,0,4,22,0
Alfa Solution/Alfa.Project/Module/Manufacture/Product Structure/FSimulatedPickListGroup.designer.vb,295,5114bc6b354db457,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Product Structure/FSimulatedPickListGroup.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Product Structure/FSimulatedPickListGroup.vb,340,e12b1adcfe7bb88d,﻿Imports master_new.PGSqlConn,End Class,0,0,0,2,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Print Out/XRWOReceiptPrintLotSerial.designer.vb,1113,612e689b4be1faf7,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Print Out/XRWOReceiptPrintLotSerial.resx,123,2c0021d993616ca2,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Print Out/XRWOReceiptPrintLotSerial.vb,119,f392592216cb2c5d,Imports DevExpress.XtraPrinting,End Class,0,0,1,4,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Print Out/XRWOReceiptPrintNon.designer.vb,820,079183023c9cd314,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Print Out/XRWOReceiptPrintNon.resx,123,2c0021d993616ca2,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Print Out/XRWOReceiptPrintNon.vb,118,9ff6343e394a854f,Imports DevExpress.XtraPrinting,End Class,0,0,1,4,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Print Out/ds_wo_release.Designer.vb,2803,1739d70fce2a30e5,﻿'------------------------------------------------------------------------------,End Namespace,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Print Out/ds_wo_release.vb,2,f42c7c5f66e8bbe6,﻿Partial Class ds_wo_release,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Print Out/rptRouting.designer.vb,281,0e4c1c56a53ba7d3,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Print Out/rptRouting.resx,151,ab76f44e53e4f6e9,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Print Out/rptRouting.vb,10,27e105a4b7e8484c,Public Class rptRouting,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Print Out/rptWOPickList.designer.vb,1009,ec70b2e240080f6e,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Print Out/rptWOPickList.resx,135,6c563240c6937ee8,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Print Out/rptWOPickList.vb,164,9082da2d72d8caf7,Imports Devart.Data.PostgreSql,End Class,0,0,1,4,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Print Out/rptWOPickList2.designer.vb,887,f428b47f4bd52adf,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Print Out/rptWOPickList2.resx,135,6c563240c6937ee8,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Print Out/rptWOPickList2.vb,105,31f22f192dc528fb,Imports master_new.ModFunction,End Class,0,0,0,2,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Report/FWOCompIssueReturnReport.designer.vb,352,aee025308f5129fd,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()>,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Report/FWOCompIssueReturnReport.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Report/FWOCompIssueReturnReport.vb,397,8137eb23f3932f46,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,1,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Report/FWorkOrderIssueReport.designer.vb,366,3c4b7a795889f305,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Report/FWorkOrderIssueReport.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Report/FWorkOrderIssueReport.vb,396,e6ee4c88178c31c8,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,1,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Report/FWorkOrderReceiptReport.designer.vb,559,89fccf7c0badde20,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Report/FWorkOrderReceiptReport.resx,126,68d037a5be6a370f,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Report/FWorkOrderReceiptReport.vb,1067,fb1445c2bd586f91,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,1,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Report/FWorkOrderReport.Designer.vb,447,2d791b4c527f1ee8,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Report/FWorkOrderReport.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Report/FWorkOrderReport.vb,675,27ad5da5ce4d3a69,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,1,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWOBillMaintenance.designer.vb,842,c362ef2eaf44d69d,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWOBillMaintenance.resx,129,2ba8fdb9b3ea14df,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWOBillMaintenance.vb,545,134b67ef75ad0a84,﻿Imports Devart.Data.PostgreSql,End Class,0,0,1,7,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWOItemSubtitute.designer.vb,859,9747807cd536b457,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWOItemSubtitute.resx,129,f4a1f5efea31259f,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWOItemSubtitute.vb,459,9df54c6aa47a6ed0,﻿Imports Devart.Data.PostgreSql,End Class,0,0,1,11,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWOReceipt.designer.vb,1773,3479d4c749ca3258,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWOReceipt.resx,129,f4a1f5efea31259f,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWOReceipt.vb,4459,95a0c8e82f4c472d,﻿Imports Devart.Data.PostgreSql,End Class,0,14,3,59,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWOReceiptWithGrade.designer.vb,2153,121ce861b2c6262e,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWOReceiptWithGrade.resx,129,2ba8fdb9b3ea14df,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWOReceiptWithGrade.vb,4715,5b3a3d7d2c53f9f8,﻿Imports Devart.Data.PostgreSql,End Class,0,14,3,58,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWORelease.designer.vb,809,cd76ba075dde96a5,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWORelease.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWORelease.vb,654,cbb38effaf2e9ae6,﻿Imports master_new.PGSqlConn,End Class,0,0,0,3,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWORouteMaintenance.designer.vb,890,63f4cf6550033308,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWORouteMaintenance.resx,129,540fbe4ed97e4111,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWORouteMaintenance.vb,682,8f57cf738dfd7ac9,﻿Imports Devart.Data.PostgreSql,End Class,0,0,1,8,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWOTypeMaster.Designer.vb,135,f1d3b3c88b804c8d,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()>,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWOTypeMaster.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWOTypeMaster.vb,286,6011bc9a21d60c27,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,6,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWorkOrder.designer.vb,1518,4e909da4429b01e9,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWorkOrder.resx,129,f4a1f5efea31259f,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWorkOrder.vb,2395,b5c4dfac3b47289e,﻿Imports Devart.Data.PostgreSql,End Class,0,0,6,49,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWorkOrderIssue.designer.vb,1574,86a61c183647e8f1,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWorkOrderIssue.resx,246,39eade572994c544,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWorkOrderIssue.vb,1952,8cd00b9b84958f4c,﻿Imports master_new.PGSqlConn,End Class,0,0,2,34,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWorkOrderIssueReturn.designer.vb,1584,21ebadf0e42cbcea,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()>,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWorkOrderIssueReturn.resx,246,39eade572994c544,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Manufacture/Work Order/Transaction/FWorkOrderIssueReturn.vb,2030,8c2aebfa943f20cb,﻿Imports master_new.PGSqlConn,End Class,0,0,2,36,0
Alfa Solution/Alfa.Project/Module/Master Data/Address Taxes/FCustomer.designer.vb,1842,51d1da7f5caddb0e,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()>,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Master Data/Address Taxes/FCustomer.resx,132,50f5f03414585a0e,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Master Data/Address Taxes/FCustomer.vb,2153,cd1364e22dd3fa5a,﻿Imports Devart.Data.PostgreSql,End Class,0,0,4,25,0
Alfa Solution/Alfa.Project/Module/Master Data/Address Taxes/FSalesPerson.designer.vb,604,b3659ee3a1770d27,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Master Data/Address Taxes/FSalesPerson.resx,126,f556f382999c1bee,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Master Data/Address Taxes/FSalesPerson.vb,524,abb03f381dfd4974,﻿Imports Devart.Data.PostgreSql,End Class,0,0,1,14,0
Alfa Solution/Alfa.Project/Module/Master Data/Address Taxes/FSegmentCustomer.designer.vb,105,9ce3cfff974acbfa,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()>,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Master Data/Address Taxes/FSegmentCustomer.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Master Data/Address Taxes/FSegmentCustomer.vb,21,d0f262e24ed42f02,﻿Public Class FSegmentCustomer,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Master Data/Company/FCodeSetting.designer.vb,731,80db0da43b6befa9,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Master Data/Company/FCodeSetting.resx,126,bebf819a92130eed,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Master Data/Company/FCodeSetting.vb,551,b385e1beccd3221e,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,15,0
Alfa Solution/Alfa.Project/Module/Master Data/Company/FHelpUpdate.designer.vb,131,409b4f42d3ab0967,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Master Data/Company/FHelpUpdate.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Master Data/Company/FHelpUpdate.vb,76,e9b51f5379294cfc,﻿Imports master_new.PGSqlConn,End Class,0,0,0,5,0
Alfa Solution/Alfa.Project/Module/Master Data/Item Sites/FPNClass.Designer.vb,148,5851324a7c267336,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Master Data/Item Sites/FPNClass.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Master Data/Item Sites/FPNClass.vb,56,4cb070df0e58d048,﻿Public Class FPNClass,End Class,0,0,0,2,0
Alfa Solution/Alfa.Project/Module/Master Data/Item Sites/FPartNumberGroup.designer.vb,503,06317b6929d08be9,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()>,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Master Data/Item Sites/FPartNumberGroup.resx,126,f556f382999c1bee,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Master Data/Item Sites/FPartNumberGroup.vb,335,520d8c1f6aca2634,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,8,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComEmpRule.designer.vb,457,ef1c05c9e20cd7c4,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComEmpRule.resx,126,f556f382999c1bee,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComEmpRule.vb,396,d6fea9da71da4200,﻿Imports Devart.Data.PostgreSql,End Class,0,0,4,12,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComEmployee.designer.vb,897,0f9807def0ff780d,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComEmployee.resx,129,2ba8fdb9b3ea14df,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComEmployee.vb,909,c36388a026ed3cd0,﻿Imports Devart.Data.PostgreSql,End Class,0,0,4,21,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComEmployeeReport.designer.vb,271,eb7f90d812c0855a,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComEmployeeReport.resx,126,e99f9da1e93d2bb9,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComEmployeeReport.vb,255,f5efc3e34a05d36f,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,1,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExchangeRate.designer.vb,635,666a178efadfd853,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExchangeRate.resx,126,f556f382999c1bee,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExchangeRate.vb,445,8582dd5f0a9371a3,﻿Imports Devart.Data.PostgreSql,End Class,0,0,1,17,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExtRule.designer.vb,1054,156fdf0b1a936558,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExtRule.resx,129,2ba8fdb9b3ea14df,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExtRule.vb,1204,389f3055522a3be3,﻿Imports Devart.Data.PostgreSql,End Class,0,0,4,24,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExtRuleCG.designer.vb,1098,129cadf880c7eb9c,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExtRuleCG.resx,129,2ba8fdb9b3ea14df,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExtRuleCG.vb,1231,bf44977bcfee9ab8,﻿Imports Devart.Data.PostgreSql,End Class,0,0,4,24,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExtRuleCGImport.designer.vb,219,191012787112a128,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExtRuleCGImport.resx,129,86b0d583c00fc960,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExtRuleCGImport.vb,533,f24d04faf6db641d,﻿Imports Devart.Data.PostgreSql,,0,0,0,16,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExtRuleReport.Designer.vb,101,de99486657f60029,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExtRuleReport.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExtRuleReport.vb,123,7ed40a1e53f0ccfc,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,1,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExtRuleReportCG.Designer.vb,101,471a7deedbf048d5,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExtRuleReportCG.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExtRuleReportCG.vb,120,e2a31434b578660d,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,1,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExternal.designer.vb,1164,1b7005eae03b5f5d,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExternal.resx,129,2ba8fdb9b3ea14df,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExternal.vb,1681,13b0f2114ce25523,﻿Imports Devart.Data.PostgreSql,End Class,0,0,5,25,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExternalCG.designer.vb,1205,224ced14a76a4fd8,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExternalCG.resx,129,2ba8fdb9b3ea14df,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExternalCG.vb,3277,15d45d43ef9864c8,﻿Imports Devart.Data.PostgreSql,End Class,0,0,5,28,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExternalCG2.designer.vb,945,cbd40b674aa5fc52,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExternalCG2.resx,129,2ba8fdb9b3ea14df,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExternalCG2.vb,1782,152715229e851bfc,﻿Imports Devart.Data.PostgreSql,End Class,0,0,5,32,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExternalReport.designer.vb,271,878d41b6c5a85236,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExternalReport.resx,126,e99f9da1e93d2bb9,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExternalReport.vb,326,1a68a2557dd7874b,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,1,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExternalReportCG.designer.vb,271,2684395018aa5944,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExternalReportCG.resx,126,e99f9da1e93d2bb9,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComExternalReportCG.vb,331,fcb77a27994a03f1,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,1,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComInternalRule.designer.vb,398,03eb5d0a3c5800c1,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComInternalRule.resx,126,f556f382999c1bee,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComInternalRule.vb,373,02cc74581fae8dce,﻿Imports Devart.Data.PostgreSql,End Class,0,0,4,12,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNCList.designer.vb,779,42fb5d6efb3dd8e8,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNCList.resx,129,2ba8fdb9b3ea14df,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNCList.vb,1026,b822e67850a083bd,﻿Imports Devart.Data.PostgreSql,End Class,0,0,4,27,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNCListCG.designer.vb,861,9e7f7a0d69c66d2f,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNCListCG.resx,129,2ba8fdb9b3ea14df,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNCListCG.vb,1070,079cce435a39be22,﻿Imports Devart.Data.PostgreSql,End Class,0,0,4,27,0
